Latitude;Longitude;Speed [km/h];Distance [m];Time [s]
-22.816122;-46.928160;0.000000;0.652100;8065.549247
-22.816122;-46.928160;0.000000;0.652100;8065.661987
-22.816122;-46.928160;0.000000;0.652100;8065.766245
-22.816122;-46.928160;0.000000;0.652100;8065.877487
-22.816122;-46.928160;0.000000;0.652100;8065.977499
-22.816122;-46.928160;0.000000;0.652100;8066.136703
-22.816122;-46.928160;0.000000;0.652100;8066.201955
-22.816122;-46.928160;0.000000;0.652100;8066.306063
-22.816122;-46.928160;0.000000;0.652100;8066.417052
-22.816122;-46.928160;0.000000;0.652100;8066.527010
-22.816122;-46.928160;0.000000;0.652100;8066.653970
-22.816122;-46.928160;0.000000;0.652100;8066.778452
-22.816122;-46.928160;0.000000;0.652100;8066.862119
-22.816122;-46.928160;0.000000;0.652100;8066.996642
-22.816122;-46.928160;0.000000;0.652100;8067.074021
-22.816122;-46.928160;0.000000;0.652100;8067.197677
-22.816122;-46.928160;0.000000;0.652100;8067.310468
-22.816122;-46.928160;0.000000;0.652100;8067.412359
-22.816122;-46.928160;0.000000;0.652100;8067.515238
-22.816122;-46.928160;0.000000;0.652100;8067.636214
-22.816122;-46.928160;0.000000;0.652100;8067.719010
-22.816122;-46.928160;0.000000;0.652100;8067.830484
-22.816122;-46.928160;0.000000;0.652100;8067.950062
-22.816122;-46.928160;0.000000;0.652100;8068.057976
-22.816122;-46.928160;0.000000;0.652100;8068.165827
-22.816122;-46.928160;0.000000;0.652100;8068.285967
-22.816122;-46.928160;0.000000;0.652100;8068.375428
-22.816122;-46.928160;0.000000;0.652100;8068.485041
-22.816122;-46.928160;0.000000;0.652100;8068.617609
-22.816122;-46.928160;0.000000;0.652100;8068.698820
-22.816122;-46.928160;0.000000;0.652100;8068.821798
-22.816122;-46.928160;0.000000;0.652100;8068.921815
-22.816122;-46.928160;0.000000;0.652100;8069.032441
-22.816122;-46.928160;0.000000;0.652100;8069.158295
-22.816122;-46.928160;0.000000;0.652100;8069.278462
-22.816122;-46.928160;0.000000;0.652100;8069.378767
-22.816122;-46.928160;0.000000;0.652100;8069.497245
-22.816123;-46.928162;0.000000;0.652100;8069.587638
-22.816123;-46.928162;0.000000;0.652100;8069.695179
-22.816123;-46.928162;0.000000;0.652100;8069.810765
-22.816123;-46.928162;0.000000;0.652100;8069.922364
-22.816123;-46.928162;0.000000;0.652100;8070.046160
-22.816123;-46.928162;0.000000;0.652100;8070.171581
-22.816123;-46.928162;0.000000;0.652100;8070.254994
-22.816123;-46.928162;0.000000;0.652100;8070.368821
-22.816123;-46.928162;0.000000;0.652100;8070.504405
-22.816123;-46.928162;0.000000;0.652100;8070.590460
-22.816123;-46.928162;0.000000;0.652100;8070.707961
-22.816123;-46.928162;0.000000;0.652100;8070.811756
-22.816123;-46.928162;0.000000;0.652100;8070.925266
-22.816123;-46.928162;0.000000;0.652100;8071.027241
-22.816123;-46.928162;0.000000;0.652100;8071.151602
-22.816123;-46.928162;0.000000;0.652100;8071.267024
-22.816123;-46.928162;0.000000;0.652100;8071.369044
-22.816123;-46.928162;0.000000;0.652100;8071.470281
-22.816123;-46.928162;0.000000;0.652100;8071.570594
-22.816123;-46.928162;0.000000;0.652100;8071.674148
-22.816123;-46.928162;0.000000;0.652100;8071.774153
-22.816123;-46.928162;0.000000;0.652100;8071.881955
-22.816123;-46.928162;0.000000;0.652100;8072.004361
-22.816123;-46.928162;0.000000;0.652100;8072.118385
-22.816123;-46.928163;0.000000;0.652100;8072.237639
-22.816123;-46.928163;0.018520;0.652334;8072.328540
-22.816123;-46.928163;0.018520;0.652952;8072.448705
-22.816123;-46.928163;0.018520;0.653392;8072.534248
-22.816123;-46.928163;0.018520;0.653950;8072.642654
-22.816123;-46.928163;0.018520;0.654521;8072.753602
-22.816123;-46.928163;0.018520;0.655058;8072.857954
-22.816123;-46.928163;0.000000;0.655376;8072.981927
-22.816123;-46.928163;0.000000;0.655376;8073.066390
-22.816123;-46.928163;0.000000;0.655376;8073.206283
-22.816123;-46.928163;0.000000;0.655376;8073.277931
-22.816123;-46.928165;0.018520;0.655685;8073.398073
-22.816123;-46.928165;0.018520;0.656324;8073.522118
-22.816123;-46.928165;0.018520;0.656855;8073.625333
-22.816123;-46.928165;0.018520;0.657469;8073.744793
-22.816123;-46.928165;0.018520;0.658024;8073.852616
-22.816123;-46.928165;0.018520;0.658623;8073.969008
-22.816123;-46.928165;0.018520;0.659186;8074.078432
-22.816123;-46.928167;0.000000;0.659453;8074.182563
-22.816123;-46.928167;0.000000;0.659453;8074.297955
-22.816125;-46.928167;0.018520;0.659818;8074.439500
-22.816125;-46.928167;0.018520;0.660483;8074.568898
-22.816125;-46.928167;0.018520;0.660838;8074.637877
-22.816125;-46.928168;0.018520;0.661465;8074.759731
-22.816125;-46.928168;0.018520;0.662031;8074.869838
-22.816125;-46.928168;0.000000;0.662329;8074.985685
-22.816125;-46.928168;0.000000;0.662329;8075.108955
-22.816123;-46.928168;0.000000;0.662329;8075.186165
-22.816123;-46.928168;0.000000;0.662329;8075.290726
-22.816123;-46.928168;0.018520;0.662617;8075.402668
-22.816123;-46.928168;0.018520;0.663131;8075.502513
-22.816123;-46.928170;0.018520;0.663656;8075.604488
-22.816123;-46.928170;0.018520;0.664178;8075.706088
-22.816123;-46.928170;0.018520;0.664781;8075.823332
-22.816123;-46.928170;0.018520;0.665219;8075.908459
-22.816123;-46.928170;0.018520;0.665842;8076.029414
-22.816123;-46.928170;0.018520;0.666356;8076.129426
-22.816123;-46.928172;0.018520;0.666955;8076.245887
-22.816123;-46.928172;0.018520;0.667557;8076.362850
-22.816123;-46.928172;0.018520;0.668088;8076.466001
-22.816123;-46.928172;0.018520;0.668602;8076.565989
-22.816123;-46.928172;0.018520;0.669189;8076.680182
-22.816123;-46.928172;0.000000;0.669492;8076.797770
-22.816123;-46.928172;0.000000;0.669492;8076.918230
-22.816123;-46.928172;0.018520;0.669801;8077.038278
-22.816123;-46.928172;0.000000;0.670110;8077.158423
-22.816123;-46.928172;0.000000;0.670110;8077.282009
-22.816123;-46.928172;0.000000;0.670110;8077.391600
-22.816123;-46.928172;0.000000;0.670110;8077.495479
-22.816123;-46.928172;0.000000;0.670110;8077.618314
-22.816123;-46.928172;0.000000;0.670110;8077.730656
-22.816123;-46.928172;0.000000;0.670110;8077.819210
-22.816123;-46.928172;0.000000;0.670110;8077.921299
-22.816123;-46.928172;0.000000;0.670110;8078.027457
-22.816123;-46.928172;0.000000;0.670110;8078.155529
-22.816123;-46.928172;0.000000;0.670110;8078.247120
-22.816123;-46.928172;0.018520;0.670400;8078.360183
-22.816123;-46.928172;0.018520;0.670944;8078.465920
-22.816123;-46.928172;0.037040;0.671755;8078.571011
-22.816123;-46.928172;0.037040;0.672947;8078.686866
-22.816123;-46.928172;0.037040;0.673976;8078.786863
-22.816123;-46.928172;0.037040;0.675046;8078.890803
-22.816123;-46.928172;0.037040;0.676074;8078.990777
-22.816123;-46.928172;0.037040;0.677105;8079.090965
-22.816123;-46.928172;0.074080;0.679010;8079.214405
-22.816123;-46.928172;0.074080;0.681084;8079.315167
-22.816123;-46.928172;0.018520;0.682441;8079.420716
-22.816123;-46.928172;0.018520;0.683149;8079.558268
-22.816123;-46.928172;0.018520;0.683614;8079.648612
-22.816123;-46.928172;0.018520;0.684037;8079.730924
-22.816123;-46.928172;0.018520;0.684806;8079.880459
-22.816123;-46.928172;0.018520;0.685193;8079.955697
-22.816123;-46.928172;0.018520;0.685760;8080.065925
-22.816123;-46.928172;0.000000;0.686055;8080.180640
-22.816123;-46.928172;0.000000;0.686055;8080.311013
-22.816123;-46.928172;0.000000;0.686055;8080.437159
-22.816123;-46.928172;0.000000;0.686055;8080.551040
-22.816123;-46.928172;0.018520;0.686294;8080.643805
-22.816123;-46.928172;0.037040;0.687184;8080.759120
-22.816123;-46.928172;0.037040;0.688325;8080.869988
-22.816123;-46.928172;0.018520;0.689308;8080.997378
-22.816123;-46.928172;0.018520;0.690028;8081.137390
-22.816123;-46.928172;0.018520;0.690361;8081.202187
-22.816123;-46.928172;0.018520;0.691040;8081.334182
-22.816123;-46.928172;0.018520;0.691524;8081.428273
-22.816123;-46.928172;0.018520;0.692069;8081.534105
-22.816123;-46.928172;0.000000;0.692347;8081.642351
-22.816123;-46.928172;0.018520;0.692631;8081.752573
-22.816123;-46.928172;0.018520;0.693173;8081.857972
-22.816123;-46.928172;0.018520;0.693819;8081.983603
-22.816123;-46.928172;0.018520;0.694528;8082.121288
-22.816123;-46.928172;0.018520;0.694962;8082.205740
-22.816123;-46.928172;0.018520;0.695406;8082.292095
-22.816123;-46.928172;0.000000;0.695721;8082.414393
-22.816123;-46.928172;0.000000;0.695721;8082.540236
-22.816123;-46.928172;0.000000;0.695721;8082.629921
-22.816123;-46.928172;0.018520;0.696020;8082.746381
-22.816123;-46.928172;0.018520;0.696562;8082.851639
-22.816123;-46.928172;0.000000;0.696908;8082.986212
-22.816123;-46.928172;0.000000;0.696908;8083.074240
-22.816123;-46.928172;0.018520;0.697169;8083.175748
-22.816123;-46.928172;0.018520;0.697737;8083.286023
-22.816123;-46.928172;0.018520;0.698438;8083.422419
-22.816123;-46.928172;0.018520;0.698992;8083.530117
-22.816123;-46.928172;0.018520;0.699547;8083.637952
-22.816123;-46.928172;0.018520;0.700227;8083.770104
-22.816123;-46.928172;0.018520;0.700782;8083.878100
-22.816123;-46.928172;0.018520;0.701358;8083.989949
-22.816123;-46.928172;0.018520;0.701992;8084.113229
-22.816123;-46.928172;0.000000;0.702313;8084.237919
-22.816123;-46.928172;0.000000;0.702313;8084.326037
-22.816123;-46.928172;0.018520;0.702570;8084.426040
-22.816123;-46.928172;0.018520;0.703127;8084.534259
-22.816123;-46.928172;0.018520;0.703678;8084.641332
-22.816123;-46.928172;0.018520;0.704340;8084.770093
-22.816123;-46.928172;0.018520;0.704854;8084.870092
-22.816123;-46.928172;0.000000;0.705168;8084.992042
-22.816123;-46.928172;0.000000;0.705168;8085.114020
-22.816123;-46.928172;0.000000;0.705168;8085.222945
-22.816123;-46.928172;0.055560;0.706179;8085.353899
-22.816123;-46.928172;0.055560;0.707561;8085.443471
-22.816123;-46.928172;0.000000;0.708384;8085.550133
-22.816123;-46.928172;0.000000;0.708384;8085.650650
-22.816123;-46.928172;0.000000;0.708384;8085.750647
-22.816123;-46.928172;0.000000;0.708384;8085.862277
-22.816123;-46.928172;0.000000;0.708384;8085.966084
-22.816123;-46.928172;0.018520;0.708672;8086.078203
-22.816123;-46.928172;0.000000;0.708960;8086.190075
-22.816123;-46.928172;0.000000;0.708960;8086.291908
-22.816123;-46.928172;0.000000;0.708960;8086.391813
-22.816123;-46.928172;0.000000;0.708960;8086.518119
-22.816123;-46.928172;0.000000;0.708960;8086.645730
-22.816123;-46.928172;0.000000;0.708960;8086.738168
-22.816123;-46.928172;0.000000;0.708960;8086.841785
-22.816123;-46.928172;0.037040;0.709681;8086.981920
-22.816123;-46.928172;0.037040;0.710512;8087.062639
-22.816123;-46.928172;0.018520;0.711308;8087.165895
-22.816123;-46.928172;0.018520;0.711894;8087.279715
-22.816123;-46.928172;0.018520;0.712477;8087.392996
-22.816123;-46.928172;0.018520;0.713019;8087.498370
-22.816123;-46.928172;0.018520;0.713585;8087.608365
-22.816123;-46.928172;0.018520;0.714101;8087.708626
-22.816123;-46.928172;0.000000;0.714408;8087.828159
-22.816123;-46.928172;0.000000;0.714408;8087.908791
-22.816123;-46.928172;0.000000;0.714408;8088.017798
-22.816123;-46.928172;0.000000;0.714408;8088.143109
-22.816123;-46.928172;0.018520;0.714724;8088.265897
-22.816123;-46.928172;0.018520;0.715247;8088.367550
-22.816123;-46.928172;0.018520;0.715804;8088.475879
-22.816123;-46.928172;0.000000;0.716076;8088.581612
-22.816123;-46.928172;0.000000;0.716076;8088.683520
-22.816123;-46.928172;0.018520;0.716374;8088.799219
-22.816123;-46.928172;0.018520;0.716948;8088.910810
-22.816123;-46.928172;0.018520;0.717547;8089.027340
-22.816123;-46.928172;0.018520;0.718022;8089.119558
-22.816123;-46.928172;0.000000;0.718285;8089.221996
-22.816123;-46.928172;0.000000;0.718285;8089.341931
-22.816123;-46.928172;0.000000;0.718285;8089.443886
-22.816123;-46.928172;0.000000;0.718285;8089.543678
-22.816123;-46.928172;0.000000;0.718285;8089.661732
-22.816123;-46.928172;0.000000;0.718285;8089.761988
-22.816123;-46.928172;0.000000;0.718285;8089.883390
-22.816123;-46.928172;0.000000;0.718285;8089.986286
-22.816123;-46.928172;0.000000;0.718285;8090.097954
-22.816123;-46.928172;0.018520;0.718542;8090.197942
-22.816123;-46.928172;0.018520;0.719118;8090.309816
-22.816123;-46.928172;0.000000;0.719436;8090.433359
-22.816123;-46.928172;0.000000;0.719436;8090.529928
-22.816123;-46.928172;0.018520;0.719724;8090.642089
-22.816123;-46.928172;0.018520;0.720239;8090.742091
-22.816123;-46.928172;0.018520;0.720793;8090.849938
-22.816123;-46.928172;0.018520;0.721425;8090.972644
-22.816123;-46.928172;0.018520;0.721974;8091.079496
-22.816123;-46.928172;0.000000;0.722233;8091.180099
-22.816123;-46.928172;0.000000;0.722233;8091.304780
-22.816123;-46.928172;0.018520;0.722532;8091.420914
-22.816123;-46.928172;0.018520;0.723175;8091.545956
-22.816123;-46.928172;0.000000;0.723404;8091.634963
-22.816123;-46.928172;0.000000;0.723404;8091.741367
-22.816123;-46.928172;0.018520;0.723766;8091.881905
-22.816123;-46.928172;0.000000;0.723981;8091.965874
-22.816123;-46.928172;0.000000;0.723981;8092.080081
-22.816123;-46.928172;0.018520;0.724256;8092.186748
-22.816123;-46.928172;0.018520;0.724889;8092.309754
-22.816123;-46.928172;0.000000;0.725096;8092.390213
-22.816123;-46.928172;0.000000;0.725096;8092.517889
-22.816123;-46.928172;0.018520;0.725360;8092.620492
-22.816123;-46.928172;0.018520;0.725806;8092.707260
-22.816123;-46.928172;0.000000;0.726063;8092.807259
-22.816123;-46.928172;0.000000;0.726063;8092.907261
-22.816123;-46.928172;0.018520;0.726328;8093.010081
-22.816123;-46.928172;0.018520;0.726910;8093.123283
-22.816123;-46.928172;0.000000;0.727167;8093.223258
-22.816123;-46.928172;0.000000;0.727167;8093.338323
-22.816123;-46.928172;0.018520;0.727431;8093.440779
-22.816123;-46.928172;0.018520;0.727968;8093.545250
-22.816123;-46.928172;0.018520;0.728529;8093.654323
-22.816123;-46.928172;0.018520;0.729089;8093.763159
-22.816123;-46.928172;0.018520;0.729652;8093.872500
-22.816123;-46.928172;0.037040;0.730470;8093.978598
-22.816123;-46.928172;0.037040;0.731499;8094.078600
-22.816123;-46.928172;0.018520;0.732466;8094.203835
-22.816123;-46.928172;0.018520;0.732990;8094.305771
-22.816123;-46.928172;0.018520;0.733499;8094.404672
-22.816123;-46.928172;0.018520;0.733946;8094.491649
-22.816123;-46.928172;0.000000;0.734219;8094.597689
-22.816123;-46.928172;0.000000;0.734219;8094.713837
-22.816123;-46.928172;0.000000;0.734219;8094.830129
-22.816123;-46.928172;0.000000;0.734219;8094.945347
-22.816123;-46.928172;0.000000;0.734219;8095.067535
-22.816123;-46.928172;0.000000;0.734219;8095.171442
-22.816123;-46.928172;0.000000;0.734219;8095.278420
-22.816123;-46.928172;0.000000;0.734219;8095.385815
-22.816123;-46.928172;0.000000;0.734219;8095.487414
-22.816123;-46.928172;0.000000;0.734219;8095.600894
-22.816123;-46.928172;0.000000;0.734219;8095.710121
-22.816123;-46.928172;0.000000;0.734219;8095.810120
-22.816123;-46.928172;0.000000;0.734219;8095.945938
-22.816123;-46.928172;0.000000;0.734219;8096.035612
-22.816123;-46.928172;0.000000;0.734219;8096.174094
-22.816123;-46.928172;0.000000;0.734219;8096.254270
-22.816123;-46.928172;0.000000;0.734219;8096.375385
-22.816123;-46.928172;0.000000;0.734219;8096.479886
-22.816123;-46.928172;0.000000;0.734219;8096.602925
-22.816123;-46.928172;0.000000;0.734219;8096.695583
-22.816123;-46.928172;0.000000;0.734219;8096.805332
-22.816123;-46.928172;0.000000;0.734219;8096.927937
-22.816123;-46.928172;0.000000;0.734219;8096.996057
-22.816123;-46.928172;0.000000;0.734219;8097.118104
-22.816123;-46.928172;0.000000;0.734219;8097.249839
-22.816123;-46.928172;0.000000;0.734219;8097.325812
-22.816123;-46.928172;0.000000;0.734219;8097.435876
-22.816123;-46.928172;0.000000;0.734219;8097.538199
-22.816123;-46.928172;0.000000;0.734219;8097.670277
-22.816123;-46.928172;0.000000;0.734219;8097.780690
-22.816123;-46.928172;0.000000;0.734219;8097.890619
-22.816123;-46.928173;0.018520;0.734497;8097.998495
-22.816123;-46.928173;0.018520;0.735011;8098.098489
-22.816123;-46.928173;0.000000;0.735268;8098.198499
-22.816123;-46.928173;0.000000;0.735268;8098.303146
-22.816123;-46.928173;0.000000;0.735268;8098.413648
-22.816123;-46.928173;0.000000;0.735268;8098.531914
-22.816123;-46.928173;0.000000;0.735268;8098.621807
-22.816123;-46.928173;0.000000;0.735268;8098.730373
-22.816123;-46.928173;0.000000;0.735268;8098.830389
-22.816123;-46.928173;0.000000;0.735268;8098.930851
-22.816123;-46.928173;0.000000;0.735268;8099.041734
-22.816122;-46.928173;0.000000;0.735268;8099.190086
-22.816122;-46.928173;0.000000;0.735268;8099.255061
-22.816122;-46.928173;0.000000;0.735268;8099.355178
-22.816122;-46.928173;0.000000;0.735268;8099.473808
-22.816122;-46.928173;0.000000;0.735268;8099.561901
-22.816122;-46.928173;0.000000;0.735268;8099.673409
-22.816122;-46.928175;0.000000;0.735268;8099.799105
-22.816122;-46.928175;0.000000;0.735268;8099.902105
-22.816122;-46.928175;0.000000;0.735268;8100.010209
-22.816122;-46.928175;0.000000;0.735268;8100.126829
-22.816122;-46.928175;0.000000;0.735268;8100.230554
-22.816123;-46.928175;0.000000;0.735268;8100.335652
-22.816123;-46.928175;0.000000;0.735268;8100.440486
-22.816123;-46.928175;0.000000;0.735268;8100.541103
-22.816123;-46.928177;0.000000;0.735268;8100.646465
-22.816123;-46.928177;0.000000;0.735268;8100.760226
-22.816123;-46.928177;0.000000;0.735268;8100.896825
-22.816123;-46.928177;0.018520;0.735433;8100.960910
-22.816123;-46.928177;0.018520;0.736152;8101.100695
-22.816123;-46.928177;0.074080;0.737811;8101.229692
-22.816123;-46.928177;0.074080;0.739515;8101.312468
-22.816123;-46.928177;0.037040;0.741240;8101.424252
-22.816123;-46.928177;0.037040;0.742383;8101.535390
-22.816123;-46.928177;0.018520;0.743348;8101.660379
-22.816123;-46.928177;0.018520;0.743887;8101.765177
-22.816123;-46.928177;0.018520;0.744406;8101.866161
-22.816123;-46.928177;0.018520;0.744940;8101.969976
-22.816123;-46.928177;0.018520;0.745477;8102.074294
-22.816123;-46.928177;0.018520;0.746133;8102.201749
-22.816123;-46.928177;0.018520;0.746546;8102.282093
-22.816123;-46.928177;0.000000;0.746868;8102.407344
-22.816123;-46.928177;0.000000;0.746868;8102.517384
-22.816123;-46.928177;0.018520;0.747117;8102.614016
-22.816123;-46.928177;0.018520;0.747735;8102.734227
-22.816123;-46.928177;0.018520;0.748351;8102.853929
-22.816123;-46.928177;0.018520;0.748871;8102.954976
-22.816123;-46.928177;0.037040;0.749943;8103.093904
-22.816123;-46.928177;0.018520;0.750791;8103.203792
-22.816123;-46.928177;0.018520;0.751306;8103.303831
-22.816123;-46.928177;0.000000;0.751579;8103.410098
-22.816123;-46.928177;0.000000;0.751579;8103.526092
-22.816123;-46.928177;0.018520;0.751902;8103.651538
-22.816123;-46.928177;0.018520;0.752372;8103.742987
-22.816123;-46.928177;0.018520;0.752937;8103.852785
-22.816123;-46.928177;0.000000;0.753169;8103.943104
-22.816123;-46.928177;0.000000;0.753169;8104.051782
-22.816123;-46.928177;0.000000;0.753169;8104.152997
-22.816123;-46.928177;0.000000;0.753169;8104.265935
-22.816123;-46.928177;0.000000;0.753169;8104.388538
-22.816123;-46.928177;0.000000;0.753169;8104.498252
-22.816123;-46.928177;0.000000;0.753169;8104.625878
-22.816123;-46.928177;0.000000;0.753169;8104.732411
-22.816123;-46.928177;0.000000;0.753169;8104.844906
-22.816123;-46.928177;0.000000;0.753169;8104.958960
-22.816123;-46.928177;0.000000;0.753169;8105.068855
-22.816123;-46.928177;0.000000;0.753169;8105.188506
-22.816123;-46.928177;0.000000;0.753169;8105.281793
-22.816123;-46.928177;0.000000;0.753169;8105.402326
-22.816123;-46.928177;0.000000;0.753169;8105.501715
-22.816123;-46.928177;0.000000;0.753169;8105.601642
-22.816123;-46.928177;0.000000;0.753169;8105.728234
-22.816123;-46.928177;0.000000;0.753169;8105.810205
-22.816123;-46.928177;0.000000;0.753169;8105.916961
-22.816123;-46.928177;0.000000;0.753169;8106.041928
-22.816123;-46.928177;0.000000;0.753169;8106.140156
-22.816123;-46.928177;0.000000;0.753169;8106.260123
-22.816123;-46.928177;0.000000;0.753169;8106.375098
-22.816123;-46.928177;0.000000;0.753169;8106.492771
-22.816123;-46.928177;0.000000;0.753169;8106.604257
-22.816123;-46.928177;0.000000;0.753169;8106.702387
-22.816123;-46.928177;0.000000;0.753169;8106.820137
-22.816123;-46.928177;0.000000;0.753169;8106.907295
-22.816123;-46.928177;0.000000;0.753169;8107.018101
-22.816123;-46.928177;0.000000;0.753169;8107.122578
-22.816123;-46.928177;0.000000;0.753169;8107.222591
-22.816125;-46.928178;0.000000;0.753169;8107.346043
-22.816125;-46.928178;0.000000;0.753169;8107.457218
-22.816125;-46.928178;0.000000;0.753169;8107.559702
-22.816125;-46.928178;0.000000;0.753169;8107.674019
-22.816125;-46.928178;0.000000;0.753169;8107.777075
-22.816125;-46.928178;0.000000;0.753169;8107.886157
-22.816125;-46.928178;0.000000;0.753169;8108.008801
-22.816125;-46.928178;0.000000;0.753169;8108.109901
-22.816125;-46.928178;0.000000;0.753169;8108.237636
-22.816125;-46.928178;0.000000;0.753169;8108.310372
-22.816125;-46.928178;0.000000;0.753169;8108.410415
-22.816125;-46.928178;0.000000;0.753169;8108.524965
-22.816125;-46.928178;0.000000;0.753169;8108.629389
-22.816125;-46.928178;0.000000;0.753169;8108.746399
-22.816125;-46.928178;0.000000;0.753169;8108.833941
-22.816125;-46.928178;0.018520;0.753469;8108.950402
-22.816125;-46.928178;0.018520;0.753990;8109.051743
-22.816125;-46.928178;0.000000;0.754298;8109.171446
-22.816125;-46.928178;0.000000;0.754298;8109.297848
-22.816125;-46.928178;0.000000;0.754298;8109.393867
-22.816125;-46.928178;0.000000;0.754298;8109.499505
-22.816125;-46.928178;0.000000;0.754298;8109.613958
-22.816125;-46.928178;0.000000;0.754298;8109.738318
-22.816125;-46.928178;0.018520;0.754579;8109.847427
-22.816125;-46.928178;0.018520;0.755167;8109.961745
-22.816125;-46.928178;0.018520;0.755761;8110.077324
-22.816125;-46.928178;0.000000;0.756101;8110.209486
-22.816125;-46.928178;0.000000;0.756101;8110.296883
-22.816125;-46.928178;0.018520;0.756393;8110.410151
-22.816125;-46.928178;0.018520;0.757039;8110.535805
-22.816125;-46.928178;0.018520;0.757475;8110.620508
-22.816125;-46.928178;0.018520;0.758074;8110.736880
-22.816125;-46.928178;0.018520;0.758719;8110.862397
-22.816125;-46.928178;0.018520;0.759232;8110.962126
-22.816125;-46.928178;0.018520;0.759673;8111.047726
-22.816125;-46.928178;0.018520;0.760222;8111.154453
-22.816125;-46.928178;0.000000;0.760532;8111.275193
-22.816125;-46.928178;0.000000;0.760532;8111.376008
-22.816125;-46.928178;0.000000;0.760532;8111.490400
-22.816125;-46.928178;0.000000;0.760532;8111.590399
-22.816125;-46.928178;0.000000;0.760532;8111.693830
-22.816125;-46.928178;0.000000;0.760532;8111.810497
-22.816125;-46.928178;0.000000;0.760532;8111.934411
-22.816125;-46.928178;0.000000;0.760532;8112.058211
-22.816125;-46.928178;0.000000;0.760532;8112.180272
-22.816125;-46.928178;0.000000;0.760532;8112.289429
-22.816125;-46.928178;0.000000;0.760532;8112.389417
-22.816125;-46.928178;0.000000;0.760532;8112.494057
-22.816125;-46.928178;0.000000;0.760532;8112.594095
-22.816125;-46.928178;0.000000;0.760532;8112.724593
-22.816125;-46.928178;0.000000;0.760532;8112.809716
-22.816125;-46.928178;0.000000;0.760532;8112.902136
-22.816125;-46.928178;0.000000;0.760532;8113.004082
-22.816125;-46.928178;0.000000;0.760532;8113.110067
-22.816125;-46.928178;0.000000;0.760532;8113.220619
-22.816125;-46.928178;0.000000;0.760532;8113.326009
-22.816125;-46.928178;0.000000;0.760532;8113.428757
-22.816125;-46.928178;0.000000;0.760532;8113.530823
-22.816125;-46.928180;0.000000;0.760532;8113.650072
-22.816125;-46.928180;0.000000;0.760532;8113.772804
-22.816125;-46.928180;0.000000;0.760532;8113.873926
-22.816125;-46.928180;0.000000;0.760532;8113.993247
-22.816125;-46.928180;0.000000;0.760532;8114.096106
-22.816125;-46.928180;0.000000;0.760532;8114.207236
-22.816125;-46.928180;0.000000;0.760532;8114.325758
-22.816125;-46.928180;0.000000;0.760532;8114.430219
-22.816125;-46.928180;0.000000;0.760532;8114.550414
-22.816125;-46.928180;0.000000;0.760532;8114.686516
-22.816125;-46.928180;0.000000;0.760532;8114.797995
-22.816125;-46.928180;0.000000;0.760532;8114.909923
-22.816125;-46.928180;0.000000;0.760532;8115.020891
-22.816125;-46.928180;0.000000;0.760532;8115.146102
-22.816125;-46.928180;0.000000;0.760532;8115.278882
-22.816125;-46.928180;0.018520;0.760787;8115.377788
-22.816125;-46.928180;0.018520;0.761224;8115.462778
-22.816125;-46.928180;0.000000;0.761500;8115.570130
-22.816125;-46.928180;0.000000;0.761500;8115.670070
-22.816125;-46.928180;0.018520;0.761809;8115.790003
-22.816125;-46.928180;0.018520;0.762331;8115.891558
-22.816125;-46.928180;0.000000;0.762639;8116.011329
-22.816125;-46.928180;0.000000;0.762639;8116.101387
-22.816125;-46.928180;0.000000;0.762639;8116.229851
-22.816125;-46.928180;0.000000;0.762639;8116.340934
-22.816125;-46.928180;0.000000;0.762639;8116.486196
-22.816125;-46.928180;0.000000;0.762639;8116.607318
-22.816125;-46.928180;0.000000;0.762639;8116.724877
-22.816125;-46.928180;0.000000;0.762639;8116.826402
-22.816125;-46.928180;0.000000;0.762639;8116.926352
-22.816125;-46.928180;0.000000;0.762639;8117.048142
-22.816125;-46.928180;0.000000;0.762639;8117.153763
-22.816125;-46.928180;0.000000;0.762639;8117.257858
-22.816125;-46.928180;0.000000;0.762639;8117.369710
-22.816125;-46.928180;0.000000;0.762639;8117.484086
-22.816125;-46.928180;0.000000;0.762639;8117.564196
-22.816125;-46.928180;0.000000;0.762639;8117.687558
-22.816125;-46.928180;0.000000;0.762639;8117.768221
-22.816125;-46.928180;0.000000;0.762639;8117.897981
-22.816125;-46.928180;0.000000;0.762639;8117.998588
-22.816125;-46.928180;0.000000;0.762639;8118.082026
-22.816125;-46.928180;0.000000;0.762639;8118.211131
-22.816125;-46.928180;0.000000;0.762639;8118.317984
-22.816125;-46.928180;0.000000;0.762639;8118.457809
-22.816125;-46.928180;0.018520;0.762867;8118.546463
-22.816125;-46.928180;0.018520;0.763420;8118.654004
-22.816125;-46.928180;0.018520;0.763945;8118.755992
-22.816125;-46.928180;0.018520;0.764676;8118.898097
-22.816127;-46.928180;0.018520;0.765310;8119.021372
-22.816127;-46.928180;0.018520;0.765910;8119.138008
-22.816127;-46.928180;0.018520;0.766503;8119.253259
-22.816127;-46.928180;0.018520;0.767084;8119.366134
-22.816127;-46.928180;0.018520;0.767618;8119.470038
-22.816127;-46.928180;0.000000;0.767892;8119.576244
-22.816127;-46.928180;0.000000;0.767892;8119.694320
-22.816127;-46.928180;0.000000;0.767892;8119.814010
-22.816127;-46.928180;0.000000;0.767892;8119.940739
